"Sector.Detail","Sector","Size","Part.Of.Larger.Firm","Num.Establishments","Headquarters","Separate.Financial.Statements","Firm.Status","Establishment.Begin.Year","Electrical.Application","Electrical.Wait","Power.Outage","Num.Power.Outages","Power.Outage.Duration.Hours","Power.Outage.Duration.Minutes","Generator","Generator.Use","Water.Application","Water.Wait","Water.Outage","Num.Water.Outages","Water.Outage.Duration","Email","Website","Main.Activity","Sales.Nominal","Theft.Loss","Breakage.Loss","Capacity.Utilization","Operation.Hours","Capital.Purchases.Bool","Capital.Purchases.Amount","Upgraded.Capital.Bool","Upgraded.Capital.Percent","Land.Buildings.Amount","Full.Time.Employees","Full.Time.Employees.Production","Full.Time.Employees.Non.Production","Full.Time.Employees.Production.High.Skill","Full.Time.Employees.Production.Mid.Skill","Full.Time.Employees.Production.Low.Skill","Full.Time.Employees.Temporary","Full.Time.Employees.Temporary.Duration","Full.Time.Employees.Secondary.School.Percent","Labor.Cost","Raw.Material.Cost","Electricity.Cost","Total.Cost","Capital.Value","Country"
55,3,2,1,2,1,1,3,2003,1,180,1,0,NA,NA,1,2,1,4,NA,NA,NA,1,1,5,1500000,NA,NA,NA,NA,1,30000,1,30,0,32,NA,NA,NA,NA,NA,0,NA,100,525000,NA,7500,NA,NA,"Peru"
18,1,1,2,NA,NA,NA,2,1993,2,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,NA,1,1,1,280000,NA,NA,40,60,2,NA,NA,NA,NA,10,6,4,6,0,0,4,3,100,-9,-9,12500,-9,-9,"Peru"
19,1,1,2,NA,NA,NA,2,2008,2,NA,1,-9,NA,NA,2,NA,2,NA,2,NA,NA,1,1,1,1e+06,NA,NA,100,72,1,350000,2,NA,0,16,12,4,8,4,0,4,2,100,200000,300000,-9,-9,300000,"Peru"
26,1,1,2,NA,NA,NA,5,1997,2,NA,1,1,0,0,2,NA,2,NA,2,NA,NA,1,1,1,9e+05,NA,NA,80,168,2,NA,NA,NA,NA,12,5,7,5,0,0,0,NA,100,366000,144000,362764,872764,1500000,"Peru"
36,1,1,2,NA,NA,NA,2,2005,2,NA,2,NA,NA,NA,2,NA,2,NA,-7,NA,NA,1,1,1,1600000,NA,NA,90,50,1,130000,1,60,200000,13,8,5,4,4,0,4,1,100,-9,-9,18000,-9,-9,"Peru"
28,1,1,2,NA,NA,NA,2,2006,2,NA,1,2,6,0,2,NA,1,-6,1,3,12,1,2,1,237488,NA,NA,40,48,2,NA,NA,NA,NA,10,6,4,0,0,6,4,2,100,33409,139205,12992,231438,325000,"Peru"
52,2,1,2,NA,NA,NA,1,1990,2,NA,1,5,22,0,1,5,2,NA,NA,NA,NA,1,1,2,7235715,NA,NA,NA,NA,1,110000,2,NA,0,11,NA,NA,NA,NA,NA,0,NA,100,450000,NA,5600,NA,NA,"Peru"
52,2,1,2,NA,NA,NA,2,2005,2,NA,2,NA,NA,NA,1,-9,2,NA,NA,NA,NA,1,2,2,-9,NA,NA,NA,NA,2,NA,NA,NA,NA,-9,NA,NA,NA,NA,NA,1,3,100,-9,NA,6000,NA,NA,"Peru"
52,2,1,2,NA,NA,NA,5,1981,2,NA,1,1,4,20,2,NA,2,NA,NA,NA,NA,1,2,2,9e+05,NA,NA,NA,NA,2,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,0,NA,100,140000,NA,7000,NA,NA,"Peru"
52,2,2,2,NA,NA,NA,2,1990,1,30,1,1,20,0,1,5,1,30,NA,NA,NA,1,1,2,1990000,NA,NA,NA,NA,1,20000,2,NA,300000,20,NA,NA,NA,NA,NA,0,NA,100,-9,NA,12000,NA,NA,"Peru"
51,3,1,2,NA,NA,NA,5,2004,2,NA,2,NA,NA,NA,2,NA,2,NA,NA,NA,NA,1,1,3,-9,NA,NA,NA,NA,2,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,0,NA,100,-9,NA,-9,NA,NA,"Peru"
